RADIX company_id,FILE TYPE,Blacknight Location,Blacknight Filename,File Suffix,Transfer Company Doc,Target Site Destination Folder,Target Site File Name,name,description
60,Public Liability,/var/www/html/public/uploads/companies/60,27285,.pdf,TRANSFER,,,Spectrum Cover Note 2025 2026 Liability (2).pdf,22nd June 2025 to 21st June 2026 inclusive
118,Public Liability,/var/www/html/public/uploads/companies/118,27830,.png,TRANSFER,,,2025 Policy (1).png,
118,Employer Liability,/var/www/html/public/uploads/companies/118,27831,.png,TRANSFER,,,2025 Policy.png,
166,Employer Liability,/var/www/html/public/uploads/companies/166,28582,.pdf,TRANSFER,,,Headed Insurance SK Utilities.pdf,
166,Public Liability,/var/www/html/public/uploads/companies/166,28583,.pdf,TRANSFER,,,Headed Insurance SK Utilities (1).pdf,
49,Public Liability,/var/www/html/public/uploads/companies/49,28611,.pdf,TRANSFER,,,PL COI - â‚¬6.5 - 2026.pdf,
49,Employer Liability,/var/www/html/public/uploads/companies/49,28612,.pdf,TRANSFER,,,PL COI - â‚¬13 - 2026.pdf,
67,Method Statement,/var/www/html/public/uploads/companies/67,28638,.pdf,TRANSFER,,TC-RAMS-01 Tower Climbdown Rev.02.pdf,TC-RAMS-01 Tower Climbdown Rev.02.pdf,Climbdown
67,Method Statement,/var/www/html/public/uploads/companies/67,28639,.pdf,TRANSFER,,TC-RAMS-02 Civil Maintenance Rev.02.pdf,TC-RAMS-02 Civil Maintenance Rev.02.pdf,Civil Maintenance
67,Method Statement,/var/www/html/public/uploads/companies/67,28640,.pdf,TRANSFER,,TC-RAMS-03 Install Antenna_Steelwork Rev.02.pdf,TC-RAMS-03 Install Antenna_Steelwork Rev.02.pdf,Install Antenna Steelwork
67,Method Statement,/var/www/html/public/uploads/companies/67,28641,.pdf,TRANSFER,,TC-RAMS-04 Locating Underground Services Rev.02.pdf,TC-RAMS-04 Locating Underground Services Rev.02.pdf,Locating Underground Services
67,Method Statement,/var/www/html/public/uploads/companies/67,28642,.pdf,TRANSFER,,TC-RAMS-06 Base Construction Rev.02.pdf,TC-RAMS-06 Base Construction Rev.02.pdf,Base Construction
67,Method Statement,/var/www/html/public/uploads/companies/67,28643,.pdf,TRANSFER,,TC-RAMS-05 Ducting Rev.02.pdf,TC-RAMS-05 Ducting Rev.02.pdf,Ducting
67,Method Statement,/var/www/html/public/uploads/companies/67,28644,.pdf,TRANSFER,,TC-RAMS-07 Removal of Exisiting Mast and Installation of New Mast Rev.02.pdf,TC-RAMS-07 Removal of Exisiting Mast and Installation of New Mast Rev.02.pdf,Mast Replacement
67,Method Statement,/var/www/html/public/uploads/companies/67,28645,.pdf,TRANSFER,,TC-RAMS-08 Palisade Fencing and Gates Rev.02.pdf,TC-RAMS-08 Palisade Fencing and Gates Rev.02.pdf,Palisade Fencing and Gates
62,Public Liability,/var/www/html/public/uploads/companies/62,29031,.pdf,TRANSFER,,,Certificate of Insurance - 2026-27 - Combined Liability & CAR.pdf,Exp 28/02/2027
62,Employer Liability,/var/www/html/public/uploads/companies/62,29032,.pdf,TRANSFER,,,Certificate of Insurance - 2026-27 - Combined Liability & CAR.pdf,Exp 28/02/2027
167,Employer Liability,/var/www/html/public/uploads/companies/167,29034,.pdf,TRANSFER,,,LSV_Insurance_2026_NSU26000353.pdf,
117,Employer Liability,/var/www/html/public/uploads/companies/117,29346,.pdf,TRANSFER,,,Indigo Insurance - March 2027.pdf,Indigo Insurance Exp. March 2027
117,Public Liability,/var/www/html/public/uploads/companies/117,29347,.pdf,TRANSFER,,,Indigo Insurance - March 2027 (1).pdf,Indigo Insurance Exp. March 2027
